state,fipscode,county,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,votergap,trump,clinton
Pennsylvania,42123,Warren County,40638,1.037,2.186,49.782,4.8,44651,9.9,18.4,22.4,33.6,81.5,292.8,40.876,68.271,27.394
North Dakota,38033,Golden Valley County,1621,3.252,3.36,49.214,2.2,53420,8.7,22.1,28,32.1,5.3,292.9,73.673,84.183,10.51
West Virginia,54005,Boone County,24709,0.522,1.609,50.385,9.6,37625,22.4,9.1,32,35.4,49.1,292.9,54.31,74.913,20.603
Kansas,20203,Wichita County,2109,30.644,3.57,48.447,3,53447,20.1,18.9,30,29.4,6.5,293.1,67.024,81.906,14.882
Missouri,29199,Scotland County,4803,0.906,1.628,50.041,4.5,38281,22.9,16.9,28.8,31.2,14.4,293.1,58.943,77.49,18.547
North Dakota,38003,Barnes County,10753,1.811,6.235,49.824,3.2,52376,10.3,24.3,22.1,34.7,2.4,293.2,29.678,60.08,30.402
Virginia,51019,Bedford County,67154,2.053,10.154,50.575,4.4,55507,11.8,26.3,24,33.1,8.9,293.2,49.412,72.484,23.072
North Dakota,38021,Dickey County,5217,3.389,4.095,50.196,1.8,51817,12.9,25,26.4,33.4,2.7,293.3,46.585,69.815,23.229
Oregon,41003,Benton County,82605,7.283,12.135,49.955,4.3,54089,5.4,51.4,12,21.6,5.3,293.3,-33.791,28.589,62.38
West Virginia,54055,Mercer County,61921,1.015,8.894,52.194,7.3,35046,18,19,32.6,37.4,148.6,293.3,55.295,75.754,20.459
Kansas,20111,Lyon County,33601,20.846,9.811,51.147,4.4,43038,12.9,25,23.5,34.7,2.6,293.5,16.16,54.1,37.94
North Carolina,37105,Lee County,60477,19.381,25.052,50.924,7.3,46073,18.5,20.2,25.4,29.9,21.6,293.6,13.15,55.216,42.065
North Dakota,38075,Renville County,2227,2.1,3.034,47.141,3.3,60957,7.6,16.9,22.8,31.6,6.3,293.8,61.992,77.928,15.936
Kentucky,21117,Kenton County,158729,3.085,8.697,50.569,4.6,54728,11.3,28.9,20.5,28.5,89.2,293.9,26.054,59.708,33.654
North Dakota,38083,Sheridan County,1228,1.679,4.656,49.695,4.9,44990,13.2,16.9,31.6,31.6,4.5,293.9,71.059,83.204,12.145
Minnesota,27161,Waseca County,18771,5.782,5.493,52.783,4.2,54183,8.1,19.9,19.5,33.7,25.8,294,32.665,62.293,29.627
Missouri,29117,Livingston County,14235,1.797,5.783,55.756,4.3,47937,13,17.1,25,28.8,20.7,294.1,56.398,76.139,19.741
Illinois,17183,Vermilion County,80067,4.843,17.264,50.246,7.1,42036,13.7,13.8,26.7,35.4,43.1,294.2,29.216,62.358,33.142
North Carolina,37123,Montgomery County,27745,15.489,22.945,51.296,5.7,38530,25.5,14.9,29.6,30.7,70.4,294.2,25.871,61.752,35.881
Tennessee,47027,Clay County,7895,1.969,3.397,50.676,9,30744,25.5,13.3,32.9,31.3,74.1,294.2,49.092,73.313,24.221
Kentucky,21239,Woodford County,24986,6.482,7.828,52.119,3.6,57067,11.7,32.4,28.7,29.5,33.1,294.3,20.199,56.763,36.563
Tennessee,47019,Carter County,59043,1.749,3.429,50.94,6.6,34354,19.8,16.1,34,31.8,47.6,294.4,64.04,80.489,16.448
Virginia,51670,Hopewell city,23123,7.141,45.357,53.066,7.5,40122,19.8,10.9,26.1,31.8,2197.9,294.4,-9.333,43.321,52.654
West Virginia,54065,Morgan County,16385,1.501,3.144,50.382,5.5,44446,17.9,16.5,28.9,32.6,76.6,294.5,54.355,74.892,20.537
Illinois,17055,Franklin County,39312,1.598,2.786,50.807,8.2,37758,13.6,12.7,28.4,30.2,29,294.6,45.271,70.69,25.42
Wisconsin,55107,Rusk County,14367,1.65,3.016,49.865,5.6,39999,12.5,14.2,27.6,31.7,16.2,294.7,34.045,64.931,30.886
Iowa,19137,Montgomery County,10796,3.537,2.423,51.026,3.5,42046,12.1,15.4,29.5,37.6,18.4,295,42.397,68.647,26.251
Kansas,20137,Norton County,5330,5.297,5.766,44.144,2.5,44846,13.9,16,23,32.4,2.9,295.1,69.909,82.557,12.648
North Dakota,38097,Traill County,7868,3.506,4.292,48.902,2.8,58995,9.6,27.9,21.5,32.8,2.2,295.1,26.501,58.566,32.065
Michigan,26131,Ontonagon County,6569,1.232,3.513,49.143,9,35387,10.3,15.8,22.3,33,38.5,295.2,26.14,60.497,34.357
Arkansas,5065,Izard County,13038,1.978,4.812,47.586,6.9,32744,18.7,12.3,32.2,33.9,23.6,295.3,53.829,74.233,20.404
Arkansas,5141,Van Buren County,16418,3.107,3.649,50.283,7,32975,18.7,12.2,33,35.6,24.4,295.4,53.893,75.632,21.74
Texas,48387,Red River County,12765,7.523,21.188,51.425,6.4,34340,22.3,14.2,27.7,30.7,4.7,295.6,53.934,76.239,22.304
Texas,48435,Sutton County,4273,60.951,3.654,49.604,6,60435,24.4,17.8,21.8,26.6,1.6,295.6,53.852,75.972,22.12
Maryland,24031,Montgomery County,971600,18.978,38.676,51.804,4,97279,8.7,57.4,15.9,20.1,72.9,295.8,-55.542,20.325,75.866
Texas,48321,Matagorda County,36978,40.704,16.668,50.041,6.8,41587,23.2,14.9,22.5,31.9,4.3,295.8,40.666,69.165,28.5
Texas,48393,Roberts County,878,10.371,4.039,50.546,4.2,69424,4,34.3,23.1,26.6,9.6,295.8,91.636,95.273,3.636
North Dakota,38011,Bowman County,3028,5.434,4.402,48.907,1.8,60946,11.3,20,27.1,30.3,3.9,296.1,68.852,81.685,12.832
Tennessee,47133,Overton County,21060,1.442,2.68,50.911,7.3,35884,22.3,13.2,35.1,33,58.4,296.2,50.177,73.887,23.71
Arkansas,5067,Jackson County,16658,3.057,20.683,50.358,7.8,32427,23.1,7.9,39.9,37.2,28.4,296.3,32.596,63.328,30.732
Michigan,26103,Marquette County,65703,1.522,6.441,49.605,5.7,44735,5.8,28.8,20.2,29.2,45.6,296.4,-4.244,44.521,48.764
Missouri,29145,Newton County,56121,5.077,9.109,50.421,4.5,45448,14.5,18.8,27.6,32,28.1,296.4,58.696,77.515,18.818
North Carolina,37151,Randolph County,142151,11.314,10.46,50.504,5.7,41770,20.9,14.1,33.5,32.2,86.3,296.4,56.719,77.271,20.552
Oklahoma,40117,Pawnee County,16419,3.121,20.936,50.067,5.6,43476,12.3,16.5,32.1,33.9,67.6,296.4,53.183,74.315,21.131
Iowa,19119,Lyon County,11172,2.691,1.814,49.681,2,61750,9.4,19.6,27.4,31.9,20.7,296.6,67.408,81.881,14.473
Illinois,17157,Randolph County,32686,2.947,12.505,44.704,5.5,47862,16.3,12.3,22.8,27.7,37.5,296.7,46.829,71.209,24.38
West Virginia,54063,Monroe County,13715,0.866,2.784,50.489,5.6,36351,19,13.8,29.5,30.9,28.6,296.7,57.284,76.49,19.206
Nebraska,31109,Lancaster County,281531,6.704,12.144,49.839,2.6,52011,6.6,36.2,17.2,26,7.9,296.8,-0.059,46.575,46.635
Maryland,24043,Washington County,145910,4.466,16.076,49.116,5.8,54606,13.9,19.9,26.2,33.8,140.7,297,32.354,63.957,31.603
Texas,48401,Rusk County,49180,16.48,20.763,47.46,4.7,46427,19,13.3,25.1,30.8,10,297.1,56.544,77.261,20.717
Alabama,1075,Lamar County,14200,1.426,12.826,51.03,6.3,34553,22.1,11.4,32.8,33.6,24.1,297.2,69.023,83.956,14.933
Arkansas,5083,Logan County,22342,2.726,6.512,50.359,5.9,36391,18,11.8,35,37.5,31.6,297.2,50.891,72.538,21.646
Texas,48121,Denton County,658616,19.193,21.476,50.797,3.6,74569,8,41,20.2,22.1,20.4,297.2,20.176,57.682,37.506
Virginia,51620,Franklin city,8814,1.979,60.636,54.747,6.7,38583,21.9,19.8,26.3,34.4,1045.8,297.2,-27.104,35.173,62.277
Minnesota,27053,Hennepin County,1156212,6.871,24.446,50.68,3.3,64490,7.3,46.4,16.2,22.8,11,297.4,-35.311,28.51,63.82
West Virginia,54045,Logan County,35498,0.899,3.339,50.511,11.4,36437,22.5,8.5,34.4,40.7,81,297.4,63.207,80.114,16.906
Georgia,13291,Union County,21252,3.198,3.476,51.745,5.2,40667,14.2,20.6,25.5,27.2,66.3,297.8,65.512,81.809,16.297
Arkansas,5121,Randolph County,17952,1.866,3.097,50.816,7.4,37761,18.4,14.4,39.4,35.3,27.6,297.9,48.338,70.68,22.342
Texas,48347,Nacogdoches County,64117,18.869,22.697,52.134,4.7,38895,18.1,25,28,32.2,1.2,298,35.35,65.765,30.415
Oregon,41065,Wasco County,24149,17.412,8.873,50.305,5.7,44010,14.9,18.7,17.2,25.5,2.2,298.1,9.661,50.849,41.187
West Virginia,54095,Tyler County,8680,0.702,1.426,50.54,9.4,41019,13.7,10,34.4,32.6,35.9,298.1,67.992,81.939,13.946
Missouri,29071,Franklin County,101263,1.752,3.353,50.306,5,51978,13.1,18,30.7,30.4,59.1,298.3,46.12,70.776,24.656
Ohio,39069,Henry County,28648,7.571,2.757,50.866,5.6,53645,9.7,14.8,24.9,29.2,39.4,298.3,39.836,66.828,26.991
Illinois,17171,Scott County,5193,1.296,2.082,51.669,5.8,51584,11,12.1,25,30.4,17.3,298.4,55.633,76.074,20.441
Tennessee,47141,Putnam County,72431,6.047,6.165,50.666,6,37693,16,22.8,27.3,32.6,38.7,298.6,45.011,70.41,25.399
North Carolina,37043,Clay County,10333,3.223,3.485,51.051,6.1,37072,12.1,20.1,25,28.7,85.8,298.7,51.708,74.681,22.974
Iowa,19175,Union County,12241,2.871,3.104,51.512,4.1,44905,8.8,16.6,26.4,37.8,11.9,298.8,27.757,61.044,33.287
Michigan,26037,Clinton County,69893,4.528,5.95,50.532,3.7,60650,6.6,28.7,18.8,31.6,54.8,298.8,12.684,53.335,40.652
Montana,30025,Fallon County,2725,2.006,3.229,48.809,2.3,59102,6.9,16.4,27.7,27.7,12.6,298.9,76.016,86.45,10.434
Missouri,29211,Sullivan County,6835,17.582,5.068,49.095,5.9,36642,17.4,11.8,32.3,35.7,69.4,299,54.67,75.845,21.176
Arkansas,5075,Lawrence County,16882,1.329,2.962,50.629,6.3,34916,18.9,11.8,37.4,31.8,29.6,299.1,49.27,71.486,22.216
Texas,48267,Kimble County,4539,24.977,3.327,50.319,3.7,38750,17.4,16.8,24.6,28.4,45,299.1,76.658,87.249,10.591
Kansas,20025,Clark County,2081,10.639,6.632,50.811,2.5,47650,6.8,30.7,27.3,31.2,2.7,299.5,70.702,82.706,12.004
Kentucky,21173,Montgomery County,25835,2.492,4.98,51.366,6.6,41139,19.7,17.3,30.1,32.2,33.3,299.7,41.052,68.647,27.595
West Virginia,54103,Wetzel County,16226,0.714,1.916,50.664,10,40013,16.9,10.2,30.6,33,46.3,299.7,50.283,72.056,21.774
Texas,48135,Ector County,134625,58.731,9.312,49.316,4.6,55555,26.6,14.3,31.3,31.6,20.1,299.8,40.555,68.666,28.112
North Dakota,38031,Foster County,3259,1.222,3.188,49.94,2.9,54593,11.9,20,30.7,30.5,2.4,300.2,52.443,72.808,20.365
Virginia,51590,Danville city,44400,3.814,52.814,53.84,7.3,33646,21.2,17.2,28.8,34.1,1002.8,300.2,-19.855,38.734,58.589
Louisiana,22015,Bossier Parish,111492,6.647,26.886,50.574,5.6,51138,12.2,25.1,26.5,34.7,17.7,300.3,45.793,71.161,25.368
North Dakota,38053,McKenzie County,5799,7.532,17.776,46.312,2.3,81209,9.8,21.1,27.2,32.8,2.9,300.5,64.541,79.691,15.15
Virginia,51193,Westmoreland County,17686,6.16,31.482,51.427,5.4,48232,20.5,16.5,29.9,30.7,76.1,300.6,7.333,52.237,44.904
Virginia,51169,Scott County,22585,1.193,2.151,49.837,5.1,36290,24.1,11.6,32.7,31.2,43.3,300.8,66.266,81.969,15.704
Missouri,29043,Christian County,77455,2.93,4.055,51.021,4.2,51831,8.8,26.5,25.3,29.1,10.4,301.1,54.201,74.748,20.546
Nebraska,31177,Washington County,19718,2.647,2.692,50.044,3,69191,3.8,29.8,19.4,31.5,7.5,301.1,45.049,69.671,24.622
Kentucky,21059,Daviess County,95394,2.889,8.327,51.477,4.7,43390,12.1,19.9,23.9,30.4,22.5,301.2,32.206,63.142,30.936
Florida,12029,Dixie County,14824,3.808,12.109,45.473,6.1,32121,20.9,7.5,32.6,30.6,23.3,301.3,63.205,80.839,17.634
Georgia,13317,Wilkes County,10268,4.307,45.373,52.174,7.5,32042,22.2,15.3,31,32.9,22.6,301.3,16.219,57.472,41.253
North Carolina,37041,Chowan County,14784,3.501,37.543,52.258,7.2,38887,17.1,20.9,29.6,34.2,60.3,301.7,14.322,56.035,41.714
Tennessee,47029,Cocke County,36047,2.196,4.789,51.772,7.9,30860,22.2,9.4,41.3,34.4,33.2,301.7,64.511,80.864,16.353
Texas,48339,Montgomery County,447718,23.117,10.693,50.442,4.3,70929,13.6,31.7,24.2,24.5,21.2,301.7,51.429,73.954,22.525
Virginia,51125,Nelson County,15487,3.706,15.583,51.214,4,48076,16.7,29,22.4,29.7,31.9,301.7,5.735,50.321,44.586
Arkansas,5051,Garland County,98479,5.368,12.731,51.801,5.7,40621,13.1,21,30.3,32.3,141.7,301.8,33.805,63.959,30.154
West Virginia,54019,Fayette County,46123,1.111,6.596,49.528,8.5,36739,19.8,11.8,32,35.6,69.6,302,39.619,67.578,27.958
Michigan,26065,Ingham County,277633,7.668,23.287,51.473,4.4,45840,8.7,36.5,20,30.4,39.6,302.2,-27.654,33.229,60.883
Texas,48061,Cameron County,396371,88.836,2.847,51.669,7.1,32215,35.9,16.1,25.8,33.2,15.1,302.2,-32.555,32.06,64.615
Texas,48375,Potter County,121816,37.655,19.404,48.451,3.4,38224,23.7,15.1,28.5,31,43,302.2,41.931,68.828,26.897
Minnesota,27083,Lyon County,25074,6.415,8.507,50.204,3.2,53552,7.6,27.2,18.3,28.7,11,302.6,28.288,59.824,31.536
Missouri,29186,Ste. Genevieve County,17542,1.138,4.492,49.283,5.3,46874,15.5,12.4,29.5,30.1,14.6,303,34.933,64.96,30.027
Minnesota,27071,Koochiching County,13128,1.402,5.467,50.105,8.1,44113,10.9,18.4,24,28,4.1,303.1,20.006,56.534,36.528
Arkansas,5073,Lafayette County,7504,2.244,38.536,51.558,7.9,32225,22.3,12.4,36.2,36.3,14.5,303.3,25.369,61.49,36.121
Missouri,29125,Maries County,8821,1.071,3.291,49.894,5.2,40165,16.7,15.3,32.3,33.7,24.7,303.3,61.472,79.124,17.652
Tennessee,47051,Franklin County,41310,3.004,8.184,51.241,5.3,43851,19.1,18.7,29,30.9,36,303.6,43.721,70.439,26.719
Kentucky,21145,McCracken County,65880,2.419,14.391,52.023,5.9,41216,12.8,22.7,28,33.7,38.9,303.9,37.196,66.383,29.188
Oklahoma,40109,Oklahoma County,716704,16.63,28.789,51.075,3.8,48226,13.9,30.2,26.3,31.2,19.7,303.9,10.514,51.69,41.176
Illinois,17057,Fulton County,36652,2.852,5.919,47.772,7.7,44435,12.5,15.5,28,30.7,96.8,304.1,15.145,54.34,39.195
Iowa,19011,Benton County,26734,1.497,2.12,50.168,3.8,61931,7.9,20,26.1,34.4,13.8,304.3,25.961,60.088,34.127
Washington,53031,Jefferson County,29676,3.84,8.619,50.693,7.1,50964,5.6,37.3,16.1,24.5,16.6,304.3,-32.755,29.856,62.612
Florida,12035,Flagler County,91622,10.136,16.277,51.989,6.2,51556,10.2,23.4,22.1,24.2,197.1,304.4,20.586,58.879,38.293
Kansas,20159,Rice County,10079,11.346,5.984,49.504,3.8,49152,11,21.4,26.1,32.6,6.9,304.5,55.621,74.348,18.727
Kansas,20103,Leavenworth County,75227,7.039,15.14,46.526,4.5,65549,8.2,29.8,26,32.8,2.4,304.7,24.677,58.589,33.913
West Virginia,54013,Calhoun County,7118,1.058,1.888,50.214,12.5,32162,24.2,8.9,30.2,32.7,27.3,304.8,60.177,77.688,17.512
Florida,12107,Putnam County,72893,9.646,19.817,50.755,7.2,32054,22.7,11.6,29.1,36.1,102.2,305.1,36.607,66.988,30.381
Nebraska,31075,Grant County,560,1.404,1.56,48.518,2.3,47537,4.9,18.6,30.6,28.3,4.5,305.1,88.071,93.147,5.076
Kentucky,21041,Carroll County,10703,6.888,4.804,49.995,5.8,43615,25.6,11.1,32.2,35.3,26.9,305.3,38.444,67.134,28.69
Michigan,26013,Baraga County,8604,1.341,26.472,45.003,8.8,41624,19.8,12.5,23.5,32.5,43.8,305.5,28.744,61.905,33.161
Kentucky,21163,Meade County,26501,4.036,7.896,50.15,5.6,52377,13.7,13.4,25.8,35.9,72.8,305.7,46.071,70.815,24.744
Wisconsin,55037,Florence County,4554,0.874,3.248,48.746,6.8,44562,10.3,15.4,24.3,32,9.1,305.7,46.435,71.558,25.123
Missouri,29135,Moniteau County,15132,5.018,6.308,46.821,4.9,47158,17.7,17.2,27.4,28.3,34.9,305.8,60.326,78.496,18.17
Oklahoma,40065,Jackson County,25369,23.125,16.134,50.25,4,41370,16.8,19.8,29.9,34.1,17.4,306,57.597,76.467,18.87
Virginia,51007,Amelia County,12886,2.899,24.824,50.949,4.4,51738,20.3,15.6,27.1,29,36.5,306.1,36.304,66.866,30.561
West Virginia,54041,Lewis County,17391,1.21,2.705,50.407,8.2,40568,14.7,14.9,29.6,35.9,42.5,306.4,56.776,76.18,19.405
Wisconsin,55099,Price County,14214,1.605,3.54,49.219,4.6,42659,10.2,16.1,18.5,34,11.3,306.5,25.013,60.344,35.331
Oklahoma,40077,Latimer County,10621,3.501,31.546,49.451,7.9,35522,15.7,14.1,32.2,32.6,9.3,306.9,56.716,76.395,19.679
Florida,12085,Martin County,139794,13.182,9.517,50.43,5.2,55472,11,31.2,21.3,21.3,269.2,307,26.853,62.026,35.173
Nebraska,31165,Sioux County,1281,4.444,3.175,48.413,2.5,47313,9,25.1,27.6,32.3,5.6,307.2,74.048,84.908,10.86
Arkansas,5107,Phillips County,20921,1.748,63.465,52.872,7.9,28171,25.2,12.9,35.9,45.5,31.3,307.3,-26.673,35.242,61.916
Kentucky,21131,Leslie County,11503,0.495,1.503,50.752,10.8,27777,35.5,8.2,34.3,43.2,37.8,307.4,80.476,89.381,8.905
Kentucky,21027,Breckinridge County,19057,1.289,4.381,49.95,6.1,41547,22.6,9.4,34.3,36.6,28.2,307.6,51.579,73.925,22.346
Tennessee,47069,Hardeman County,27613,1.63,43.972,45.478,7.8,35321,23.8,9.2,32.5,37.8,30.7,307.6,7.985,53.149,45.163
Texas,48269,King County,286,16.667,4.61,50.709,3.2,64203,19.1,22.4,23.5,27.5,3.7,307.6,90.566,93.711,3.145
Iowa,19135,Monroe County,7549,2.358,2.609,49.881,4.3,44705,11.8,17.3,29.7,32.4,13.3,307.8,41.155,68.548,27.393
Texas,48273,Kleberg County,30647,71.903,9.329,48.733,6,40884,26.1,24.4,23.4,28,2.6,307.8,-3.68,46.019,49.699
Kentucky,21195,Pike County,65446,0.808,2.18,51.045,9.5,32666,28.3,12.5,34.6,38.9,84.5,308,62.73,80.081,17.351
Tennessee,47173,Union County,19164,1.506,2.354,50.39,6.9,37453,25.6,8.6,37.6,31,98.4,308.2,64.7,80.98,16.28
Colorado,8055,Huerfano County,7558,34.15,10.89,49.03,7.7,32750,14.7,28.9,20.1,20.1,4.2,308.3,6.469,49.708,43.24
Virginia,51077,Grayson County,15793,3.179,7.082,48.77,5.8,31893,22.4,10.8,32.1,30.3,35.1,308.5,57.674,77.06,19.386
Kentucky,21035,Calloway County,36348,2.65,8.453,51.67,4.8,37705,13.2,27.5,18.3,30.1,37.7,308.6,35.014,64.612,29.598
North Dakota,38043,Kidder County,2201,3.93,3.02,48.324,3.6,46923,13.9,19.1,29.4,30.1,2.2,308.6,68.262,81.443,13.181
Nebraska,31151,Saline County,13872,23.827,7.261,48.74,2.9,51805,17.1,14.3,31,33,1.5,309.1,25.422,59.416,33.994
Idaho,16063,Lincoln County,4645,30.206,4.267,48.896,4.4,44046,23.1,11.3,20,32.3,8,309.2,47.14,67.735,20.595
Mississippi,28163,Yazoo County,27981,5.484,59.316,44.926,8.2,30313,24.2,12.4,35.2,38.8,27.1,309.2,-6.601,46.179,52.78
Montana,30067,Park County,15941,3.018,3.988,49.487,4.8,42942,4.6,33.4,20,22.6,2.4,309.2,14.869,53.621,38.752
North Carolina,37179,Union County,198645,11.013,17.267,50.614,4.8,64381,11.3,32.3,18.6,26.5,11.3,309.5,31.096,63.965,32.869
Iowa,19163,Scott County,166650,6.384,13.564,50.952,4.6,54959,7.4,31.9,21.7,31.8,18,309.8,-1.436,46.046,47.482
Arkansas,5117,Prairie County,8582,1.303,13.738,50.151,4.8,39896,20.7,10.4,35,36.3,13.4,309.9,49.157,72.762,23.605
Kansas,20109,Logan County,2549,5.381,5.558,49.062,2.5,49852,7,18.5,27.4,31.1,16.3,309.9,72.329,83.383,11.053
Missouri,29041,Chariton County,7594,1.015,4.111,50.02,4.7,43049,16.6,13.4,30.7,30.4,29.5,310.2,51.994,74.407,22.413
Arkansas,5111,Poinsett County,24682,2.8,10.458,51.406,5.7,35851,24.5,8,33.3,38.4,32.4,310.5,23.837,59.059,35.221
Illinois,17127,Massac County,14970,2.892,9.136,52.093,7.4,40590,17.2,15.3,24.9,30.7,27.2,310.7,49.585,73.029,23.443
Arkansas,5023,Cleburne County,25600,2.541,3.157,50.724,7.2,40555,15.4,17.2,41.4,31.8,46.9,310.8,60.864,78.255,17.391
Oregon,41021,Gilliam County,1645,6.563,4.626,49.597,6.5,51978,8.5,18.8,17,27.2,21.4,311.1,43.863,67.449,23.586
Texas,48209,Hays County,155545,37.579,9.349,50.176,3.4,59569,10.9,36.8,17.5,23.8,6.5,311.2,0.857,47.159,46.302
Pennsylvania,42115,Susquehanna County,40646,1.81,2.146,49.628,5.4,49552,10.7,16.7,22,30.4,14.3,311.3,42.865,69.245,26.38
Texas,48291,Liberty County,75779,21.488,14.234,50.753,6.9,47123,23.4,8.8,27.3,27.6,15.7,311.5,57.98,78.063,20.083
Kansas,20079,Harvey County,34247,11.858,6.281,50.825,3.9,55074,10.4,25.8,23.7,31,7.5,311.7,24.051,58.48,34.429
Texas,48173,Glasscock County,1221,35.513,4.03,46.54,2.9,73335,19.4,24.8,22.2,26.8,23.5,311.8,86.213,91.86,5.648
Idaho,16011,Bingham County,44668,17.82,10.882,49.776,4.1,47292,15.6,17.1,26.4,33.3,12,311.9,48.018,65.606,17.588
West Virginia,54047,McDowell County,22398,0.676,10.376,51.233,13,24707,35.5,5.8,37.5,42.1,41.5,312,51.546,74.672,23.127
Kentucky,21129,Lee County,7339,0.903,2.488,49.63,8.5,25473,28.5,7,35.6,33.9,38.2,312.2,64.004,80.652,16.648
Kentucky,21133,Letcher County,23633,0.765,1.604,50.923,11.2,28574,24.8,11.9,34.6,38.6,28.2,312.2,62.963,79.845,16.882
Tennessee,47041,DeKalb County,18954,7.439,4.374,50.323,7,38595,22.8,13.8,32.9,31.8,35.2,312.2,51.844,74.409,22.565
Wisconsin,55085,Oneida County,35930,1.532,3.593,50.044,5.9,49040,6.9,24.4,21.8,32.8,32.3,312.2,17.152,56.04,38.888
Tennessee,47037,Davidson County,635710,9.982,34.537,51.864,4.5,48195,13.6,36.5,24.3,30.9,82.3,312.4,-26.039,34.267,60.306
Kentucky,21151,Madison County,83258,2.364,8.1,51.582,4.4,44358,14.4,28.6,27.6,32.2,37.8,313,31.171,62.757,31.586
Kentucky,21067,Fayette County,296545,6.921,21.832,50.847,3.9,48552,10.8,40.2,20.9,27.3,58,313.1,-9.458,41.757,51.216
Missouri,29059,Dallas County,16637,2.025,3.55,50.326,6.2,34987,19.9,13.9,27.8,33.7,16.1,313.1,62.151,79.234,17.083
Texas,48083,Coleman County,8480,17.978,6.524,50.048,5.6,37497,19.2,14,26,28.1,3.6,313.3,76.754,87.4,10.646
Maryland,24510,Baltimore city,637418,4.817,68.302,52.871,7.7,41895,19.1,27.7,26.6,33.7,109.9,313.6,-74.57,10.875,85.445
Texas,48037,Bowie County,93964,7.478,29.333,49.601,4.8,41883,12.9,18.8,29.4,32.4,18.5,313.7,46.655,72.274,25.619
Montana,30111,Yellowstone County,144797,5.449,8.975,50.926,3.3,51653,7.6,28.7,21.5,25.1,1.1,314.3,27.053,59.589,32.536
Oklahoma,40025,Cimarron County,2630,22.383,4.513,49.639,2.2,41800,16.3,17.5,30.6,32.8,19.7,314.9,82.823,89.322,6.5
Michigan,26033,Chippewa County,38731,1.791,28.554,44.745,7.4,38989,10.6,19.4,28,34.6,36.6,315.8,24.245,59.09,34.845
Texas,48389,Reeves County,11046,74.749,8.573,39.825,4.8,39006,37.6,10.6,24.5,28.3,12.4,316,-7.601,44.504,52.104
Texas,48329,Midland County,132316,43.652,11.368,49.674,3.5,74811,17.7,25,25.2,30.9,2.5,316.4,55.182,75.679,20.497
Nebraska,31183,Wheeler County,763,1.2,1.733,49.2,2.5,45400,6.2,18.6,29.1,28.1,6.6,316.6,68.627,82.135,13.508
Nebraska,31131,Otoe County,15214,7.476,3.428,50.526,3.3,51527,8.4,22,26.6,33.9,7.8,316.7,38.687,66.396,27.71
Minnesota,27157,Wabasha County,21884,3.079,2.66,50.195,3.6,58752,7.3,20.7,21.5,32.2,6.2,317.1,26.547,59.41,32.863
Texas,48103,Crane County,4165,63.055,7.072,49.921,5.8,61098,29.4,11.8,24.1,29.3,1.7,317.5,54.164,75.815,21.651
Kentucky,21141,Logan County,27174,3.066,9.424,51.007,4.8,41150,22.8,13,38.6,35.2,30.4,317.6,46.087,71.364,25.278
Virginia,51117,Mecklenburg County,31969,2.764,37.875,51.762,6.2,38500,21.6,15.2,28.1,30.9,52.3,317.6,11.28,54.576,43.296
Washington,53013,Columbia County,4040,6.897,6.187,50.279,6.4,45465,11.7,20.4,22.3,30,4.7,317.6,44.54,69.02,24.479
Virginia,51690,Martinsville city,14635,4.874,49.102,54.108,8.8,29971,22.5,16.6,26.7,33.5,1261.5,317.7,-23.531,36.591,60.123
Kansas,20049,Elk County,3001,4.76,5.988,50.979,4.9,36471,10.9,18.9,25.4,32.5,4.9,317.9,70.532,83.241,12.708
Massachusetts,25003,Berkshire County,129288,4.266,7.307,51.635,5.6,49890,9.4,31.3,19.3,23.7,548.3,317.9,-41.454,26.042,67.497
Illinois,17061,Greene County,13567,1.171,1.956,50.2,6.2,39738,12.9,12.8,25.9,28.7,17.3,318,52.995,74.684,21.689
Kansas,20155,Reno County,63357,9.313,7.249,49.542,4.3,46533,11.6,19.7,26.9,35.7,2.4,318.2,35.952,64.398,28.446
Oregon,41043,Linn County,116584,8.684,6.718,50.4,6.9,44358,10.4,17.5,19.1,33.6,47,318.5,27.825,59.723,31.898
Kentucky,21199,Pulaski County,60853,2.298,3.341,51.195,6,32767,19.9,14.5,30.8,33.6,70.5,318.9,66.676,81.687,15.01
Kansas,20129,Morton County,3031,22.115,7.416,48.853,4.4,55378,14,17,30.4,31.9,8.5,319,71.121,83.621,12.5
Arkansas,5017,Chicot County,11823,5.532,56.044,50.884,9.4,29541,23.1,11.3,36.7,43.1,18.3,319.5,-15.182,41.092,56.274
Illinois,17067,Hancock County,18359,1.402,2.211,50.466,6.4,48767,9.1,18.6,25.5,28.6,19.5,319.6,50.767,73.075,22.307
Maine,23023,Sagadahoc County,36391,1.588,3.881,51.452,3.5,55630,6.1,32.3,19.3,25.1,4.4,319.7,-6.367,43.082,49.449
South Dakota,46089,McPherson County,2439,1.532,1.698,51.387,3.4,38469,20.5,16.9,26.1,27.3,9.8,320.8,61.566,78.452,16.887
